study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale
gip,W18,Page 50,0,"Beträgt der heimatliche Steuersatz dagegen „Mittel“, hat der Reiche ein Einkommen von 70 Zaster und die Geringverdiener haben jeweils ein Einkommen von 30 Zaster, wenn der Reiche im Heimatland bleibt.
Reicher: 90 (Einkommen vor Steuern), 70 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“)
Geringverdiener 1: 20 (Einkommen vor Steuern), 30 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“)
Geringverdiener 2: 20 (Einkommen vor Steuern), 30 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“)
Es ist nicht wichtig, dass Sie sich alle Zahlen merken. Sie bekommen die Tabelle während der Beantwortung der Fragen angezeigt.",,,,,,,"expCH18001 = 2ai, 2aii, 2aiii, 2bi, 2bii, 2biii",,,txt
gip,W18,Page 51,0,"Nun steht der Reiche vor der Entscheidung umzuziehen oder im Heimatland zu bleiben. Falls er sich für den Umzug entscheidet, muss er den ausländischen Steuersatz „Niedrig“, also 2 mal 5 Zaster = 10 Zaster, und die Umzugskosten von 15 Zaster bezahlen. Somit ergibt sich ein Einkommen von 65 Zaster. Da der Reiche nun im Heimatland keine Steuern mehr zahlt, bleibt das Einkommen der Geringverdiener bei 20 Zaster.
Reicher: 90 (Einkommen vor Steuern), 70 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Nein), 65 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Ja)
Geringverdiener 1: 20 (Einkommen vor Steuern), 30 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Ja)
Geringverdiener 2: 20 (Einkommen vor Steuern), 30 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Ja)
Es ist nicht wichtig, dass Sie sich alle Zahlen merken. Sie bekommen die Tabelle während der Beantwortung der Fragen angezeigt.",,,,,,,"expCH18001 = 2ai, 2bi",,,txt
gip,W18,Page 52,0,"Nun steht der Reiche vor der Entscheidung umzuziehen oder im Heimatland zu bleiben. Falls er sich für den Umzug entscheidet, muss er den ausländischen Steuersatz „Mittel“, also 2 mal 10 Zaster = 20 Zaster, und die Umzugskosten von 15 Zaster bezahlen. Somit ergibt sich ein Einkommen von 55 Zaster. Da der Reiche nun im Heimatland keine Steuern mehr zahlt, bleibt das Einkommen der Geringverdiener bei 20 Zaster.
Reicher: 90 (Einkommen vor Steuern), 70 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Nein), 55 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Ja)
Geringverdiener 1: 20 (Einkommen vor Steuern), 30 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Ja)
Geringverdiener 2: 20 (Einkommen vor Steuern), 30 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Ja)
Es ist nicht wichtig, dass Sie sich alle Zahlen merken. Sie bekommen die Tabelle während der Beantwortung der Fragen angezeigt.",,,,,,,"expCH18001 = 2aii, 2bii",,,txt
gip,W18,Page 53,0,"Nun steht der Reiche vor der Entscheidung umzuziehen oder im Heimatland zu bleiben. Falls er sich für den Umzug entscheidet, muss er den ausländischen Steuersatz „Hoch“, also 2 mal 20 Zaster = 40 Zaster, und die Umzugskosten von 15 Zaster bezahlen. Somit ergibt sich ein Einkommen von 35 Zaster. Da der Reiche nun im Heimatland keine Steuern mehr zahlt, bleibt das Einkommen der Geringverdiener bei 20 Zaster.
Reicher: 90 (Einkommen vor Steuern), 70 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Nein), 35 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Ja)
Geringverdiener 1: 20 (Einkommen vor Steuern), 30 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Ja)
Geringverdiener 2: 20 (Einkommen vor Steuern), 30 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Mittel“ Umzug: Ja)
Es ist nicht wichtig, dass Sie sich alle Zahlen merken. Sie bekommen die Tabelle während der Beantwortung der Fragen angezeigt.",,,,,,,"expCH18001 = 2aiii, 2biii",,,txt
gip,W18,Page 54,0,"Beträgt der heimatliche Steuersatz dagegen „Hoch“, hat der Reiche ein Einkommen von 50 Zaster und die Geringverdiener haben jeweils ein Einkommen von 40 Zaster, wenn der Reiche im Heimatland bleibt.
Reicher: 90 (Einkommen vor Steuern), 50 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“)
Geringverdiener 1: 20 (Einkommen vor Steuern), 40 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“)
Geringverdiener 2: 20 (Einkommen vor Steuern), 40 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“)
Es ist nicht wichtig, dass Sie sich alle Zahlen merken. Sie bekommen die Tabelle während der Beantwortung der Fragen angezeigt.",,,,,,,"expCH18001 = 2ai, 2aii, 2aiii, 2bi, 2bii, 2biii",,,txt
gip,W18,Page 55,0,"Nun steht der Reiche vor der Entscheidung umzuziehen oder im Heimatland zu bleiben. Falls er sich für den Umzug entscheidet, muss er den ausländischen Steuersatz „Niedrig“, also 2 mal 5 Zaster = 10 Zaster, und die Umzugskosten von 15 Zaster bezahlen. Somit ergibt sich ein Einkommen von 65 Zaster. Da der Reiche nun im Heimatland keine Steuern mehr zahlt, bleibt das Einkommen der Geringverdiener bei 20 Zaster.
Reicher: 90 (Einkommen vor Steuern), 50 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Nein), 65 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 1: 20 (Einkommen vor Steuern), 40 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 2: 20 (Einkommen vor Steuern), 40 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Ja)
Es ist nicht wichtig, dass Sie sich alle Zahlen merken.  Sie bekommen die Tabelle während der Beantwortung der Fragen angezeigt.",,,,,,,"expCH18001 = 2ai, 2bi",,,txt
gip,W18,Page 56,0,"Nun steht der Reiche vor der Entscheidung umzuziehen oder im Heimatland zu bleiben. Falls er sich für den Umzug entscheidet, muss er den ausländischen Steuersatz „Mittel“, also 2 mal 10 Zaster = 20 Zaster, und die Umzugskosten von 15 Zaster bezahlen. Somit ergibt sich ein Einkommen von 55 Zaster. Da der Reiche nun im Heimatland keine Steuern mehr zahlt, bleibt das Einkommen der Geringverdiener bei 20 Zaster. 
Reicher: 90 (Einkommen vor Steuern), 50 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Nein), 55 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 1: 20 (Einkommen vor Steuern), 40 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 2: 20 (Einkommen vor Steuern), 40 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Ja)
Es ist nicht wichtig, dass Sie sich alle Zahlen merken. Sie bekommen die Tabelle während der Beantwortung der Fragen angezeigt.",,,,,,,"expCH18001 = 2aii, 2bii",,,txt
gip,W18,Page 57,0,"Nun steht der Reiche vor der Entscheidung umzuziehen oder im Heimatland zu bleiben. Falls er sich für den Umzug entscheidet, muss er den ausländischen Steuersatz „Hoch“, also 2 mal 20 Zaster = 40 Zaster, und die Umzugskosten von 15 Zaster bezahlen. Somit ergibt sich ein Einkommen von 35 Zaster. Da der Reiche nun im Heimatland keine Steuern mehr zahlt, bleibt das Einkommen der Geringverdiener bei 20 Zaster.
Reicher: 90 (Einkommen vor Steuern), 50 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Nein), 35 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 1: 20 (Einkommen vor Steuern), 40 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 2: 20 (Einkommen vor Steuern), 40 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Heimatlicher Steuersatz: „Hoch“ Umzug: Ja)
Es ist nicht wichtig, dass Sie sich alle Zahlen merken. Sie bekommen die Tabelle während der Beantwortung der Fragen angezeigt.",,,,,,,"expCH18001 = 2aiii, 2biii",,,txt
gip,W18,Page 58,0,"Im Experiment werden wir Sie bitten, über den Steuersatz in Ihrem Heimatland abzustimmen. Dazu wählen sie einen der drei möglichen Steuersätze „Niedrig“, „Mittel“ oder „Hoch“ aus. 
In jedem Land, bestehend aus drei Befragten, wird der Steuersatz folgendermaßen bestimmt: 
Einer der drei „Einwohner“ wird zufällig ausgelost und dessen Entscheidung bestimmt den Steuersatz für das ganze Land.",,,,,,,,,,txt
gip,W18,Page 59,0,"Die folgenden Abbildungen geben Beispiele für die Bestimmung des Steuersatzes in einem Land. Rot umrahmt ist die Person, welche in dem Heimatland zufällig ausgelost wurde. Die Entscheidung dieser Person bestimmt nun den Steuersatz für das Heimatland. 
In Beispielland 1 haben sowohl der Reiche als auch ein Geringverdiener für den Steuersatz „Niedrig“ gestimmt, während der andere Geringverdiener für den Steuersatz „Hoch“ gestimmt hat. Da der Reiche als Entscheider ausgelost wurde, gilt nun seine Wahl „Niedrig“ für Beispielland 1.

[image]",,,,,,,,,,txt
gip,W18,Page 60,0,"In Beispielland 2 hingegen hat der Reiche für den Steuersatz „Hoch“  und jeweils einer der Geringverdiener für den Steuersatz „Niedrig“ und „Mittel“ gestimmt. Da Geringverdiener 2 als Entscheider ausgelost wurde, gilt nun seine Wahl „Mittel“ für Bespielland 2.

[image]",,,,,,,,,,txt
gip,W18,Page 61,0,"In Beispielland 3 haben sowohl der Reiche als auch ein Geringverdiener für den Steuersatz „Mittel“ gestimmt, während der andere Geringverdiener für den Steuersatz „Hoch“ gestimmt hat. Da Geringverdiener 1 als Entscheider ausgelost wurde, gilt nun seine Wahl „Hoch“ für Beispielland 3.

[image]",,,,,,,,,,txt
gip,W18,Page 62,0,"Der Reiche kann nach der Abstimmung in Abhängigkeit vom gewählten Steuersatz im Heimatland entscheiden, ob er im Heimatland bleibt oder ins Ausland umzieht. Dieser Entscheidungsprozess wird in der folgenden Grafik veranschaulicht. In diesem Beispiel wird im Heimatland der Steuersatz „Mittel“ gewählt und der Steuersatz im Ausland ist [expCH18001 = 2ai, 2bi:„Niedrig“] [expCH18001 = 2aii, 2bii:„Mittel“] [expCH18001 = 2aiii, 2biii:„Hoch“]. Nachdem der Reiche diese Informationen erhalten hat, muss er sich entscheiden, ob er im Heimatland bleiben möchte oder ins Ausland umziehen möchte.
[expCH18001 = 2ai, 2bi: image 1] [expCH18001 = 2aii, 2bii: image 2] [expCH18001 = 2aiii, 2biii: image 3]",,,,,,,"expCH18001 = 2ai, 2aii, 2aiii, 2bi, 2bii, 2biii",,,txt
gip,W18,Page 63,0,Sie bekommen nun eine der beiden Rollen zufällig zugelost. Sie werden also entweder der Reiche oder einer der beiden Geringverdiener in Ihrem Heimatland sein.,,,,,,,,,,txt
gip,W18,Page 64,0,"Sie sind [expCH18001 = 1a, 2ai, 2aii, 2aiii:einer der Geringverdiener] [expCH18001 = 1b, 2bi, 2bii, 2biii:der Reiche] in Ihrem Heimatland. Zusammen mit zwei anderen Befragten bilden Sie nun Ihr Heimatland. Sie behalten diese Rolle für das ganze Experiment.",,,,,,,,,,txt
gip,W18,Page 65,0,"Nachdem alle Teilnehmer die Befragung abgeschlossen haben, werden wir zufällig „Länder"" aus jeweils drei Befragungsteilnehmern bilden und Ihnen per [hOnline = 1, 2, 3:E-Mail] [hOnline = 4:Brief] das Abstimmungsergebnis in Ihrem Heimatland mitteilen. Außerdem losen wir 20 dieser Länder aus, deren „Einwohner“ dann ihr Einkommen, welches sich aus der Abstimmung ergeben hat, tatsächlich ausbezahlt bekommen. 
Dabei benutzen wir folgenden Umrechnungskurs: 1 Zaster = 1 Euro. 
[expCH18001 = 1a: Aus der folgenden Tabelle können Sie Ihre möglichen Gewinne, falls Ihr Land ausgelost wird, ablesen. Beispielsweise gewinnen Sie als Geringverdiener 30 Euro, falls der Steuersatz „Mittel“ gewählt wird. Geringverdiener: 25 Euro (Heimatlicher Steuersatz: „Niedrig“), 30 Euro (Heimatlicher Steuersatz:„Mittel“), 40 Euro (Heimatlicher Steuersatz:„Hoch“)]
[expCH18001 = 1b: Aus der folgenden Tabelle können Sie Ihre möglichen Gewinne, falls Ihr Land ausgelost wird, ablesen. Beispielsweise gewinnen Sie als Reicher 50 Euro, falls der Steuersatz „Hoch“ gewählt wird. Reicher: 80 Euro (Heimatlicher Steuersatz: „Niedrig“), 70 Euro (Heimatlicher Steuersatz:„Mittel“), 50 Euro (Heimatlicher Steuersatz:„Hoch“)]
[expCH18001 = 2ai, 2aii, 2aiii: Aus der folgenden Tabelle können Sie Ihre möglichen Gewinne, falls Ihr Land ausgelost wird, ablesen. Beispielsweise gewinnen Sie als Geringverdiener 25 Euro, falls der Steuersatz „Niedrig“ gewählt wird und der Reiche nicht ins Ausland umzieht.
Geringverdiener: 25 Euro (Heimatlicher Steuersatz: „Niedrig“ Umzug: Nein), 20 Euro (Heimatlicher Steuersatz: „Niedrig“ Umzug: Ja), 30 Euro (Heimatlicher Steuersatz:„Mittel“ Umzug: Nein), 20 Euro (Heimatlicher Steuersatz: „Mittel“ Umzug: Ja), 40 Euro (Heimatlicher Steuersatz:„Hoch“ Umzug: Nein), 20 Euro (Heimatlicher Steuersatz:„Hoch“ Umzug: Ja)] 
[expCH18001 = 2bi: Aus der folgenden Tabelle können Sie Ihre möglichen Gewinne, falls Ihr Land ausgelost wird, ablesen. Beispielsweise gewinnen Sie als Reicher 65 Euro, falls der Steuersatz „Hoch“ gewählt wird und Sie ins Ausland umziehen. Reicher: 80 Euro (Heimatlicher Steuersatz: „Niedrig“ Umzug: Nein), 65 Euro (Heimatlicher Steuersatz: „Niedrig“ Umzug: Ja), 70 Euro (Heimatlicher Steuersatz:„Mittel“ Umzug: Nein), 65 Euro (Heimatlicher Steuersatz: „Mittel“ Umzug: Ja), 50 Euro (Heimatlicher Steuersatz:„Hoch“ Umzug: Nein), 65 Euro (Heimatlicher Steuersatz:„Hoch“ Umzug: Ja)]
[expCH18001 = 2bii: Aus der folgenden Tabelle können Sie Ihre möglichen Gewinne, falls Ihr Land ausgelost wird, ablesen. Beispielsweise gewinnen Sie als Reicher 55 Euro, falls der Steuersatz „Hoch“ gewählt wird und Sie ins Ausland umziehen. Reicher: 80 Euro (Heimatlicher Steuersatz: „Niedrig“ Umzug: Nein), 55 Euro (Heimatlicher Steuersatz: „Niedrig“ Umzug: Ja), 70 Euro (Heimatlicher Steuersatz:„Mittel“ Umzug: Nein), 55 Euro (Heimatlicher Steuersatz: „Mittel“ Umzug: Ja), 50 Euro (Heimatlicher Steuersatz:„Hoch“ Umzug: Nein), 55 Euro (Heimatlicher Steuersatz:„Hoch“ Umzug: Ja)]
[expCH18001 = 2biii: Aus der folgenden Tabelle können Sie Ihre möglichen Gewinne, falls Ihr Land ausgelost wird, ablesen. Beispielsweise gewinnen Sie als Reicher 35 Euro, falls der Steuersatz „Hoch“ gewählt wird und Sie ins Ausland umziehen.
Reicher: 80 Euro (Heimatlicher Steuersatz: „Niedrig“ Umzug: Nein), 35 Euro (Heimatlicher Steuersatz: „Niedrig“ Umzug: Ja), 70 Euro (Heimatlicher Steuersatz:„Mittel“ Umzug: Nein), 35 Euro (Heimatlicher Steuersatz: „Mittel“ Umzug: Ja), 50 Euro (Heimatlicher Steuersatz:„Hoch“ Umzug: Nein), 35 Euro (Heimatlicher Steuersatz:„Hoch“ Umzug: Ja)]",,,,,,,,,,txt
gip,W18,Page 66,0,"Nachdem Sie die Rahmenbedingungen des Experiments kennengelernt haben, folgen nun die eigentlichen Fragen. Wir sind Ihnen für Ihre Aufmerksamkeit sehr dankbar und hoffen, dass die Beschreibung keine Fragen bei Ihnen offen gelassen hat.",,,,,,,,,,txt
gip,W18,Page 67,0,"Sie sind [expCH18001 = 1a, 2ai, 2aii, 2aiii:einer der beiden Geringverdiener] [expCH18001 = 1b, 2bi, 2bii, 2biii:der Reiche] in Ihrem Heimatland.

Welchen Steuersatz würden Sie für Ihr Heimatland wählen? 
[expCH18001 = 1a, 1b:
Reicher: 90 (Einkommen vor Steuern), 80 (Einkommen nach Steuern Steuersatz: „Niedrig“), 70 (Einkommen nach Steuern Steuersatz: „Mittel“), 50 (Einkommen nach Steuern Steuersatz: „Hoch“)
Geringverdiener 1: 20 (Einkommen vor Steuern), 25 (Einkommen nach Steuern Steuersatz: „Niedrig“), 30 (Einkommen nach Steuern Steuersatz: „Mittel“), 40 (Einkommen nach Steuern Steuersatz: „Hoch“)
Geringverdiener 2: 20 (Einkommen vor Steuern), 25 (Einkommen nach Steuern Steuersatz: „Niedrig“), 30 (Einkommen nach Steuern Steuersatz: „Mittel“), 40 (Einkommen nach Steuern Steuersatz: „Hoch“)]
[expCH18001 = 2ai, 2bi:
Reicher: 90 (Einkommen vor Steuern), 80 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Nein), 65 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Ja), 70 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Nein), 65 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Ja), 50 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Nein), 65 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 1: 20 (Einkommen vor Steuern), 25 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Ja), 30 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Ja), 40 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 2: 20 (Einkommen vor Steuern), 25 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Ja), 30 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Ja), 40 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Ja)]
[expCH18001 = 2aii, 2bii:
Reicher: 90 (Einkommen vor Steuern), 80 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Nein), 55 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Ja), 70 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Nein), 55 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Ja), 50 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Nein), 55 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 1: 20 (Einkommen vor Steuern), 25 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Ja), 30 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Ja), 40 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 2: 20 (Einkommen vor Steuern), 25 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Ja), 30 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Ja), 40 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Ja)]
[expCH18001 = 2aiii, 2biii:
Reicher: 90 (Einkommen vor Steuern), 80 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Nein), 35 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Ja), 70 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Nein), 35 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Ja), 50 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Nein), 35 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 1: 20 (Einkommen vor Steuern), 25 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Ja), 30 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Ja), 40 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Ja)
Geringverdiener 2: 20 (Einkommen vor Steuern), 25 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Niedrig“ Umzug: Ja), 30 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Mittel“ Umzug: Ja), 40 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Nein), 20 (Einkommen nach Steuern Steuersatz: „Hoch“ Umzug: Ja)]",,1-3-steuersatz,,,,,,,,cat
